Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
88,"H Lee, D Park, M Yoon","Korean red ginseng (Panax ginseng) prevents obesity by inhibiting angiogenesis in high fat diet-induced obese C57BL/6J mice",2013,"Food and Chemical Toxicology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0278691512008599","https://scholar.google.com/scholar?cites=6002685093888132377&as_sdt=2005&sciodt=2007&hl=en",1,"2023-07-13 17:55:37","HTML","","","",,,,,88,8.80,29,3,10,"… we studied the effects of ginseng on blood vessel density in adipose tissue. Staining of VSC and … cell marker, showed that blood vessel density was higher in HFD-fed mice compared to …","https://www.sciencedirect.com/science/article/pii/S0278691512008599","https://scholar.google.com/scholar?q=related:GQW8D0rSTVMJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
2,"N Duansak, GW Schmid-Schönbein, ...","Anti-obesity effect of rice bran extract on high-fat diet-induced obese mice",2022,"… Nutrition and Food …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9309069/","https://scholar.google.com/scholar?cites=12960016196917091642&as_sdt=2005&sciodt=2007&hl=en",2,"2023-07-13 17:55:37","HTML","","","",,,,,2,2.00,1,3,1,"… In addition to body weight, adipose tissue mass, and vessel density, we … vessel density, labeling in VSC and SC adipose tissue was higher in HFD-fed mice compared to the control mice…","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9309069/","https://scholar.google.com/scholar?q=related:Ol2N5BA627MJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
93,"HR Lijnen, D Demeulemeester, ...","Deficiency of tissue inhibitor of matrix metalloproteinase-1 (TIMP-1) impairs nutritionally induced obesity in mice",2003,"Thrombosis and …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0037-1613439","https://scholar.google.com/scholar?cites=11657382609986399474&as_sdt=2005&sciodt=2007&hl=en",3,"2023-07-13 17:55:37","","10.1055/s-0037-1613439","","",,,,,93,4.65,31,3,20,"… areas, vessel size and vessel density in TIMP-1–/– mice on HFD as compared to TIMP-1+/+ … In the present study, we have observed a significantly higher blood vessel density and size …","https://www.thieme-connect.com/products/ejournals/pdf/10.1055/s-0037-1613439.pdf","https://scholar.google.com/scholar?q=related:8iwOZ7hXx6EJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
79,"E Maquoi, D Demeulemeester, G Vörös, ...","Enhanced nutritionally induced adipose tissue development in mice with stromelysin-1 gene inactivation",2003,"Thrombosis and …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0037-1613586","https://scholar.google.com/scholar?cites=13188344484266681739&as_sdt=2005&sciodt=2007&hl=en",4,"2023-07-13 17:55:37","","10.1055/s-0037-1613586","","",,,,,79,3.95,20,4,20,"… blood vessel density and larger total stained area in the GON adipose tissues of MMP-3-/- mice.… (A) Body weight of mice kept on HFD during 15 weeks (n = 11 and 8). (B) Weight gain …","https://www.thieme-connect.com/products/ejournals/pdf/10.1055/s-0037-1613586.pdf","https://scholar.google.com/scholar?q=related:i6UyAG9pBrcJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
46,"H Lee, J Choi, SS Shin, M Yoon","Effects of Korean red ginseng (Panax ginseng) on obesity and adipose inflammation in ovariectomized mice",2016,"Journal of ethnopharmacology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378874115302701","https://scholar.google.com/scholar?cites=16316882292428228005&as_sdt=2005&sciodt=2007&hl=en",5,"2023-07-13 17:55:37","HTML","","","",,,,,46,6.57,12,4,7,"… mice fed a HFD supplemented with ginseng. Ginseng treatment also decreased blood vessel density… studied the effects of ginseng on blood vessel density in adipose tissue. Staining of …","https://www.sciencedirect.com/science/article/pii/S0378874115302701","https://scholar.google.com/scholar?q=related:pcULkv41ceIJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
18,"OF Elabi, JPMCM Cunha, ...","High-fat diet-induced diabetes leads to vascular alterations, pericyte reduction, and perivascular depletion of microglia in a 6-OHDA toxin model of Parkinson …",2021,"Journal of …","jneuroinflammation.biomedcentral …","https://jneuroinflammation.biomedcentral.com/articles/10.1186/s12974-021-02218-8","https://scholar.google.com/scholar?cites=13057733131694438792&as_sdt=2005&sciodt=2007&hl=en",6,"2023-07-13 17:55:37","HTML","10.1186/s12974-021-02218-8","","",,,,,18,9.00,6,3,2,"… In sham mice, HFD significantly increased the vessel density and branching compared to … of the proportion of pericyte density to vessel density in HFD compared to the CTRL diet, …","https://jneuroinflammation.biomedcentral.com/articles/10.1186/s12974-021-02218-8","https://scholar.google.com/scholar?q=related:iPl-thljNrUJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
64,"HR Lijnen, L Frederix, B Van Hoef","Fumagillin reduces adipose tissue formation in murine models of nutritionally induced obesity",2010,"Obesity","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1038/oby.2009.503","https://scholar.google.com/scholar?cites=3772391433047071490&as_sdt=2005&sciodt=2007&hl=en",7,"2023-07-13 17:55:37","","10.1038/oby.2009.503","","",,,,,64,4.92,21,3,13,"… of mice in group 1, associated with higher adipocyte density. Blood vessel density normalized to … Five-week-old male wild-type C57Bl/6 mice were kept on HFD for 15 weeks to establish …","https://onlinelibrary.wiley.com/doi/pdf/10.1038/oby.2009.503","https://scholar.google.com/scholar?q=related:Alt_eAU6WjQJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
298,"HK Sung, KO Doh, JE Son, JG Park, Y Bae, S Choi, ...","Adipose vascular endothelial growth factor regulates metabolic homeostasis through angiogenesis",2013,"Cell metabolism","cell.com","https://www.cell.com/cell-metabolism/pdf/S1550-4131(12)00501-3.pdf","https://scholar.google.com/scholar?cites=2786518544591088645&as_sdt=2005&sciodt=2007&hl=en",8,"2023-07-13 17:55:37","PDF","","","",,,,,298,29.80,43,7,10,"… modified mice in which adipose-specific blood vessel density is … We show that mice selectively deficient for adipose VEGF … reversal of metabolic morbidities caused by HFD. In these …","https://www.cell.com/cell-metabolism/pdf/S1550-4131(12)00501-3.pdf","https://scholar.google.com/scholar?q=related:BexjStqzqyYJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
36,"HR Lijnen, MC Alessi, L Frederix, ...","Tiplaxtinin impairs nutritionally induced obesity in mice",2006,"Thrombosis and …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/html/10.1160/TH06-08-0422","https://scholar.google.com/scholar?cites=6699677496403631536&as_sdt=2005&sciodt=2007&hl=en",9,"2023-07-13 17:55:37","","10.1160/TH06-08-0422","","",,,,,36,2.12,9,4,17,"… mice reduced adiposity and improved the metabolic profile (11). Another study reported that PAI-1-deficient mice on a HFD … vessels, and blood vessel density was expressed as the …","https://www.thieme-connect.com/products/ejournals/pdf/10.1160/TH06-08-0422.pdf","https://scholar.google.com/scholar?q=related:sB3Rwi8J-lwJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
0,"TT Phan, A Chakraborty, MA Tatum, ...","Increased adipose tissue lymphatic vessel density inhibits thermogenesis through elevated neurotensin levels",2023,"Frontiers in Cell and …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fcell.2023.1100788/full","",10,"2023-07-13 17:55:37","HTML","10.3389/fcell.2023.1100788","","",,,,,0,0.00,0,4,1,"… from Control and AdipoVD mice on HFD. (A–E) n = 10 control/n = 7 AdipoVD. Bars = 50 µm. … response in AdipoVD mice, we performed acute cold exposure experiments at 4C. AdipoVD …","https://www.frontiersin.org/articles/10.3389/fcell.2023.1100788/full","https://scholar.google.com/scholar?q=related:uYFD7fyOu6cJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
4,"KA Byun, S Oh, M Son, CH Park, KH Son, K Byun","Dieckol decreases caloric intake and attenuates nonalcoholic fatty liver disease and hepatic lymphatic vessel dysfunction in high-fat-diet-fed mice",2021,"Marine Drugs","mdpi.com","https://www.mdpi.com/1660-3397/19/9/495","https://scholar.google.com/scholar?cites=17641821742777843779&as_sdt=2005&sciodt=2007&hl=en",11,"2023-07-13 17:55:37","","","","",,,,,4,2.00,1,6,2,"… vessel density of the livers of HFD-fed mice was significantly higher than NFD-fed mice. This … of the livers of HFD-fed mice was significantly higher than NFD-fed mice. That expression …","https://www.mdpi.com/1660-3397/19/9/495/pdf","https://scholar.google.com/scholar?q=related:Q0AJmWdX1PQJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
35,"YS Park, AE David, Y Huang, JB Park, H He, ...","In vivo delivery of cell-permeable antisense hypoxia-inducible factor 1α oligonucleotide to adipose tissue reduces adiposity in obese mice",2012,"Journal of controlled …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168365912002672","https://scholar.google.com/scholar?cites=17247251795585141379&as_sdt=2005&sciodt=2007&hl=en",12,"2023-07-13 17:55:37","HTML","","","",,,,,35,3.18,6,6,11,"… This pattern was reversed in the AL-treated groups, which displayed a decrease in blood vessel density compared to the AL-untreated HFD group. This study presents the first in vivo …","https://www.sciencedirect.com/science/article/pii/S0168365912002672","https://scholar.google.com/scholar?q=related:gwqS0yCMWu8J:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
72,"GE Hespe, RP Kataru, IL Savetsky, ...","Exercise training improves obesity‐related lymphatic dysfunction",2016,"The Journal of …","Wiley Online Library","https://physoc.onlinelibrary.wiley.com/doi/abs/10.1113/JP271757","https://scholar.google.com/scholar?cites=4780274581341462776&as_sdt=2005&sciodt=2007&hl=en",13,"2023-07-13 17:55:37","","10.1113/JP271757","","",,,,,72,10.29,18,4,7,"… Here, we show that aerobic exercise training of high-fat diet (HFD)-induced obese mice … function and normalization in lymphatic vessel density in aerobic exercise mice are regulated, at …","https://physoc.onlinelibrary.wiley.com/doi/pdf/10.1113/JP271757","https://scholar.google.com/scholar?q=related:-OCvnWfyVkIJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
10,"L Geys, I Scroyen, E Roose, K Vanhoorelbeke, ...","ADAMTS13 deficiency in mice does not affect adipose tissue development",2015,"… et Biophysica Acta (BBA …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304416515000884","https://scholar.google.com/scholar?cites=6670550328849225268&as_sdt=2005&sciodt=2007&hl=en",14,"2023-07-13 17:55:37","HTML","","","",,,,,10,1.25,2,5,8,"… HFD feeding of WT mice resulted in significantly enhanced levels … HFD) Adamts13 −/− mice, adipocyte density was higher and blood vessel density lower as compared to obese WT mice…","https://www.sciencedirect.com/science/article/pii/S0304416515000884","https://scholar.google.com/scholar?q=related:NFZsly6OklwJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
116,"C Dai, M Brissova, RB Reinert, L Nyman, EH Liu, ...","Pancreatic islet vasculature adapts to insulin resistance through dilation and not angiogenesis",2013,"Diabetes","Am Diabetes Assoc","https://diabetesjournals.org/diabetes/article-abstract/62/12/4144/34010","https://scholar.google.com/scholar?cites=5512826154715024687&as_sdt=2005&sciodt=2007&hl=en",15,"2023-07-13 17:55:37","","","","",,,,,116,11.60,19,6,10,"… islet vessel density and increased vessel area in mice with insulin resistance due to HFD or … Reduced islet vessel density and increased vessel area in mice with insulin resistance due …","https://diabetesjournals.org/diabetes/article/62/12/4144/34010","https://scholar.google.com/scholar?q=related:L41F9C1-gUwJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
16,"D Bauters, I Scroyen, R Deprez-Poulain, ...","ADAMTS5 promotes murine adipogenesis and visceral adipose tissue expansion",2016,"Thrombosis and …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/abstract/10.1160/TH16-01-0015","https://scholar.google.com/scholar?cites=7139924417862361657&as_sdt=2005&sciodt=2007&hl=en",16,"2023-07-13 17:55:37","","10.1160/TH16-01-0015","","",,,,,16,2.29,4,4,7,"… , the blood vessel density in adipose tissue was higher for Adamts5-/- mice kept on HFD. In … , as well as development of visceral AT and associated angiogenesis in mice kept on HFD. …","https://www.thieme-connect.com/products/ejournals/pdf/10.1160/TH16-01-0015.pdf","https://scholar.google.com/scholar?q=related:OeLS2W0bFmMJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
40,"RH Lijnen","Effect of plasminogen activator inhibitor-1 deficiency on nutritionally-induced obesity in mice",2005,"Thrombosis and haemostasis","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/html/10.1160/TH05-01-0043","https://scholar.google.com/scholar?cites=13117030195052681481&as_sdt=2005&sciodt=2007&hl=en",17,"2023-07-13 17:55:37","","10.1160/TH05-01-0043","","",,,,,40,2.22,40,1,18,"… PAI-1 antigen levels (6.9 ± 2.1 ng/ml) were elevated inWT mice as a result of the HFD (3– … and a higher blood vessel density in SC adipose tissue of obese PAI-1-/than in WT mice.These …","https://www.thieme-connect.com/products/ejournals/pdf/10.1160/TH05-01-0043.pdf","https://scholar.google.com/scholar?q=related:CRkwJHcNCbYJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
85,"MD Nitti, GE Hespe, RP Kataru, ...","Obesity‐induced lymphatic dysfunction is reversible with weight loss",2016,"The Journal of …","Wiley Online Library","https://physoc.onlinelibrary.wiley.com/doi/abs/10.1113/JP273061","https://scholar.google.com/scholar?cites=4021656547736841195&as_sdt=2005&sciodt=2007&hl=en",18,"2023-07-13 17:55:37","","10.1113/JP273061","","",,,,,85,12.14,21,4,7,"… loss in obese mice, a subset of animals fed a HFD for 10–12 … to our findings with lymphatic vessel density, we found that … lymphatic vessel density in obese and weight loss mice. This …","https://physoc.onlinelibrary.wiley.com/doi/pdfdirect/10.1113/JP273061","https://scholar.google.com/scholar?q=related:62t6kFLLzzcJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
75,"JS Torrisi, GE Hespe, DA Cuzzone, IL Savetsky, ...","Inhibition of inflammation and iNOS improves lymphatic function in obesity",2016,"Scientific reports","nature.com","https://www.nature.com/articles/srep19817","https://scholar.google.com/scholar?cites=1128681358022605286&as_sdt=2005&sciodt=2007&hl=en",19,"2023-07-13 17:55:37","HTML","","","",,,,,75,10.71,15,5,7,"… CD4KO mice fed a HFD did … mice. Similarly, also in contrast to our findings with tacrolimus, we found that iNOS inhibition in obese mice had very little effect on lymphatic vessel density …","https://www.nature.com/articles/srep19817","https://scholar.google.com/scholar?q=related:5vmKEbfhqQ8J:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
137,"KS Blum, S Karaman, ST Proulx, AM Ochsenbein, ...","Chronic high-fat diet impairs collecting lymphatic vessel function in mice",2014,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0094713","https://scholar.google.com/scholar?cites=16352925850235201337&as_sdt=2005&sciodt=2007&hl=en",20,"2023-07-13 17:55:37","HTML","","","",,,,,137,15.22,27,5,9,"… To this end, mice were fed a high-fat diet (HFD) and then we performed morphometric assessments of lymphatic vessels and employed high-resolution near infrared (NIR) imaging to …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0094713","https://scholar.google.com/scholar?q=related:OWeSVWtD8eIJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
2,"T Scully, CD Scott, HC de Silva, SM Firth, SM Twigg, ...","Insulin-like growth factor binding protein-3 (IGFBP-3) enhances obesity-related breast tumorigenesis",2016,"Cancer Research","AACR","https://aacrjournals.org/cancerres/article-abstract/76/14_Supplement/741/612879","https://scholar.google.com/scholar?cites=894779223243563422&as_sdt=2005&sciodt=2007&hl=en",21,"2023-07-13 17:55:37","","","","",,,,,2,0.29,0,6,7,"… WT and BP3KO mice on HFD. E0771 tumor … mice showed similar intra-tumoral mean vessel densities (CD31 + area) but differed in terms of the relationship between vessel density and …","","https://scholar.google.com/scholar?q=related:niHVefbkagwJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
23,"Y Zhu, MD Aupperlee, SZ Haslam, RC Schwartz","Pubertally initiated high-fat diet promotes mammary tumorigenesis in obesity-prone FVB mice similarly to obesity-resistant BALB/c mice",2017,"Translational Oncology","Elsevier","https://www.sciencedirect.com/science/article/pii/S1936523317302863","https://scholar.google.com/scholar?cites=8260793449986596720&as_sdt=2005&sciodt=2007&hl=en",22,"2023-07-13 17:55:37","HTML","","","",,,,,23,3.83,6,4,6,"… /c mice, which have very modest HFD weight gain, we determined the effects of HFD in FVB mice, which gain significant weight on HFD. Three-… Blood vessel density is expressed as the …","https://www.sciencedirect.com/science/article/pii/S1936523317302863","https://scholar.google.com/scholar?q=related:cB9TDeA7pHIJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
0,"JS Son, X Liu, Y Chen, Q Tian, L Zhao, Y Hu, ...","Exercise enhances placental angiogenesis of obese maternal mice",2019,"The FASEB …","Wiley Online Library","https://faseb.onlinelibrary.wiley.com/doi/abs/10.1096/fasebj.2019.33.1_supplement.578.1","",23,"2023-07-13 17:55:37","","10.1096/fasebj.2019.33.1_supplement.578.1","","",,,,,0,0.00,0,7,4,"… (P <0.001) in HFD than CON and … in HFD placenta compared to CON, which was recovered due to exercise. In addition, compared with CON, the blood vessel density was lower in HFD …","https://scholar.google.com/scholar?output=instlink&q=info:iTUGeTJ1GDkJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023&scillfp=12037196166255501350&oi=lle","https://scholar.google.com/scholar?q=related:iTUGeTJ1GDkJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
30,"HR Lijnen, L Frederix, I Scroyen","Deficiency of plasminogen activator inhibitor‐2 impairs nutritionally induced murine adipose tissue development",2007,"Journal of thrombosis and haemostasis","Elsevier","https://www.sciencedirect.com/science/article/pii/S1538783622081065","https://scholar.google.com/scholar?cites=14318861174853038518&as_sdt=2005&sciodt=2007&hl=en",24,"2023-07-13 17:55:37","HTML","","","",,,,,30,1.88,10,3,16,"… vessel density was expressed as the number of vessels per measured surface area (9 to 12 sections were analyzed per animal and then averaged). Blood vessel density … mice on HFD …","https://www.sciencedirect.com/science/article/pii/S1538783622081065","https://scholar.google.com/scholar?q=related:tnE_u1_QtsYJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
31,"J Kim, H Lee, J Lim, H Lee, S Yoon, SS Shin, ...","The lemon balm extract ALS-L1023 inhibits obesity and nonalcoholic fatty liver disease in female ovariectomized mice",2017,"Food and Chemical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0278691517302958","https://scholar.google.com/scholar?cites=10795113913116716271&as_sdt=2005&sciodt=2007&hl=en",25,"2023-07-13 17:55:37","HTML","","","",,,,,31,5.17,4,7,6,"… mice treated with ALS-L1023 had lower blood vessel density in gonadal adipose tissues compared with HFD-fed, untreated mice… in ALS-L1023 mice compared with HFD mice. These …","https://www.sciencedirect.com/science/article/pii/S0278691517302958","https://scholar.google.com/scholar?q=related:7-wytejyz5UJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
0,"M Wang, X Zhou, Z Jiang, ...","Angiogenesis Inhibitor ZM 306416 Reduces Non-Alcoholic Fatty Liver Disease in Mice Induced by High-Fat Diet",2022,"Journal of Biomaterials and …","ingentaconnect.com","https://www.ingentaconnect.com/contentone/asp/jbte/2022/00000012/00000006/art00012","",26,"2023-07-13 17:55:37","","","","",,,,,0,0.00,0,4,1,"… mice weight and adipose tissue weight. In addition, ZM306416 decreased blood vessel density of … Vascularization of Mouse VAT Compared with LFD-fed mice, HFD-fed mice showed sig…","","https://scholar.google.com/scholar?q=related:DMZrhVxAAvIJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
32,"M Van Hul, HR Lijnen","Matrix metalloproteinase inhibition impairs murine adipose tissue development independently of leptin",2011,"Endocrine Journal","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/endocrj/58/2/58_K10E-267/_article/-char/ja/","https://scholar.google.com/scholar?cites=11732248117092651699&as_sdt=2005&sciodt=2007&hl=en",27,"2023-07-13 17:55:37","","","","",,,,,32,2.67,16,2,12,"… mice, but was not significant. A similar observation was made for blood vessel size, whereas the blood vessel density … (ob/ob mice deficient in leptin kept on HFD) adipocyte growth is …","https://www.jstage.jst.go.jp/article/endocrj/58/2/58_K10E-267/_pdf","https://scholar.google.com/scholar?q=related:s5INnIBR0aIJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
35,"HR Lijnen, M Van Hul, B Hemmeryckx","Caloric restriction improves coagulation and inflammation profile in obese mice",2012,"Thrombosis research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0049384811002854","https://scholar.google.com/scholar?cites=5300786027447460865&as_sdt=2005&sciodt=2007&hl=en",28,"2023-07-13 17:55:37","HTML","","","",,,,,35,3.18,12,3,11,"… GON fat, as compared to mice continued on HFD. Blood vessel size was not different between both groups, whereas blood vessel density normalized to adipocyte density was lower in …","https://www.sciencedirect.com/science/article/pii/S0049384811002854","https://scholar.google.com/scholar?q=related:ASRcpM4skEkJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
1,"Y Lee, A Wen, HNA Rahman, H Wu, Y Dong, ...","Enhanced Lymphangiogenesis and Lymphatic Function Protects Diet‐induced Obesity and Insulin Resistance",2019,"The FASEB …","Wiley Online Library","https://faseb.onlinelibrary.wiley.com/doi/abs/10.1096/fasebj.2019.33.1_supplement.662.25","https://scholar.google.com/scholar?cites=15364276433519269467&as_sdt=2005&sciodt=2007&hl=en",29,"2023-07-13 17:55:37","","10.1096/fasebj.2019.33.1_supplement.662.25","","",,,,,1,0.25,0,6,4,"… Obesity is associated with impaired lymphatic function, decreased lymphatic vessel density, … -iFoxc2 KO mice with a high-fat diet for at least 16 weeks. WT HFD mice showed elevated …","","https://scholar.google.com/scholar?q=related:W1bSSgPgONUJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
9,"V Christiaens, G Voros, I Scroyen, HR Lijnen","On the role of placental growth factor in murine adipogenesis",2007,"Thrombosis research","Elsevier","https://www.sciencedirect.com/science/article/pii/S004938480600394X","https://scholar.google.com/scholar?cites=7326944085314294874&as_sdt=2005&sciodt=2007&hl=en",30,"2023-07-13 17:55:37","HTML","","","",,,,,9,0.56,2,4,16,"… study with mice kept on HFD for 15 weeks, we observed a lower blood vessel density in SC … as compared to WT mice, whereas such difference was not observed with mice kept on SFD […","https://www.sciencedirect.com/science/article/pii/S004938480600394X","https://scholar.google.com/scholar?q=related:WtROZtOIrmUJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
13,"X Cao, Y Guo, Y Wang, H Wang, D Liu, Y Gong, ...","Effects of high-fat diet and Apoe deficiency on retinal structure and function in mice",2020,"Scientific Reports","nature.com","https://www.nature.com/articles/s41598-020-75576-7","https://scholar.google.com/scholar?cites=14712691562088305959&as_sdt=2005&sciodt=2007&hl=en",31,"2023-07-13 17:55:37","HTML","","","",,,,,13,4.33,2,7,3,"… GCL + IPL of the HFD C57BL/6J mice and HFD Apoe −/− mice was significantly thinner than … This analysis demonstrated that there was no significant difference in vessel density or …","https://www.nature.com/articles/s41598-020-75576-7","https://scholar.google.com/scholar?q=related:JxUpSAb7LcwJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
0,"IE Puigdomènech","Study of the role of vegf overexpression in adipose tissue in diet-induced obesity and insulin resistance",2010,"","dialnet.unirioja.es","https://dialnet.unirioja.es/servlet/tesis?codigo=264295","",32,"2023-07-13 17:55:37","","","","",,,,,0,0.00,0,1,13,"… However, the increase in blood vessel density is insufficient to … In this study, transgenic mice overexpressing VEGF in the … When fed a high fat diet (HFD), transgenic mice gained less …","","https://scholar.google.com/scholar?q=related:7rNLVxxmmeEJ:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
166,"H Nurmi, P Saharinen, G Zarkada, W Zheng, ...","VEGF‐C is required for intestinal lymphatic vessel maintenance and lipid absorption",2015,"EMBO molecular …","embopress.org","https://www.embopress.org/doi/abs/10.15252/emmm.201505731","https://scholar.google.com/scholar?cites=3385814270696601726&as_sdt=2005&sciodt=2007&hl=en",33,"2023-07-13 17:55:37","","10.15252/emmm.201505731","","",,,,,166,20.75,33,5,8,"… The lymphatic vessel density in the skin was also reduced in the VCiΔR26 pups when … -old male mice and started HFD feeding 4 weeks later. The VCiΔR26 mice gained significantly …","https://www.embopress.org/doi/pdf/10.15252/emmm.201505731","https://scholar.google.com/scholar?q=related:frhR8CPU_C4J:scholar.google.com/&scioq=%22vessel+density%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1900&as_yhi=2023"
