Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
80,"HR Lijnen, MC Alessi, B Van Hoef, D Collen…","On the role of plasminogen activator inhibitor‐1 in adipose tissue development and insulin resistance in mice",2005,"Journal of Thrombosis …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1538783622160472","https://scholar.google.com/scholar?cites=16376009704613283224&as_sdt=2005&sciodt=0,5&hl=en",22,"2023-07-28 11:52:02","HTML","","","",,,,,80,4.44,16,5,18,"… of the isolated sc and gonadal fat territories or their adipocyte … PAI‐1 deficient mice kept on a high fat diet develop between 3 … blood vessel size was larger only in the sc adipose tissue (…","https://www.sciencedirect.com/science/article/pii/S1538783622160472","https://scholar.google.com/scholar?q=related:mAXTARBGQ-MJ:scholar.google.com/&scioq=%22vessel+size%22+%22density%22+%22mice%22+%22high+fat+diet%22+%22gonadal%22+%22adipose+tissue%22&hl=en&as_sdt=0,5&as_ylo=1950&as_yhi=2023"
31,"M Van Hul, H Piccard, HR Lijnen","Gelatinase B (MMP-9) deficiency does not affect murine adipose tissue development",2010,"Thrombosis and …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/abstract/10.1160/TH09-10-0739","https://scholar.google.com/scholar?cites=1498007913368214269&as_sdt=2005&sciodt=0,5&hl=en",23,"2023-07-28 11:52:02","","10.1160/TH09-10-0739","","",,,,,31,2.38,10,3,13,"… ) were kept on a high-fat diet (HFD) for 15 weeks. Subcutaneous and gonadal fat pads were … adipocyte size, adipocyte density, blood vessel size and blood vessel density (Table 2). Meta…","https://www.thieme-connect.com/products/ejournals/pdf/10.1160/TH09-10-0739.pdf","https://scholar.google.com/scholar?q=related:_VoJq0L-yRQJ:scholar.google.com/&scioq=%22vessel+size%22+%22density%22+%22mice%22+%22high+fat+diet%22+%22gonadal%22+%22adipose+tissue%22&hl=en&as_sdt=0,5&as_ylo=1950&as_yhi=2023"
12,"HR Lijnen, L Frederix, B Van Hoef…","Deficiency of vascular endothelial growth factor-D does not affect murine adipose tissue development",2009,"… and biophysical research …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0006291X08022225","https://scholar.google.com/scholar?cites=6759533983833290015&as_sdt=2005&sciodt=0,5&hl=en",24,"2023-07-28 11:52:02","HTML","","","",,,,,12,0.86,3,4,14,"… or gonadal (GON) adipose tissue mass of mice kept on a standard fat (SFD) or a high fat diet (… adipocyte and blood vessel size and density in adipose tissue of mice kept on SFD or HFD. …","https://www.sciencedirect.com/science/article/pii/S0006291X08022225","https://scholar.google.com/scholar?q=related:H3WQQViwzl0J:scholar.google.com/&scioq=%22vessel+size%22+%22density%22+%22mice%22+%22high+fat+diet%22+%22gonadal%22+%22adipose+tissue%22&hl=en&as_sdt=0,5&as_ylo=1950&as_yhi=2023"
35,"HR Lijnen, M Van Hul, B Hemmeryckx","Caloric restriction improves coagulation and inflammation profile in obese mice",2012,"Thrombosis research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0049384811002854","https://scholar.google.com/scholar?cites=5300786027447460865&as_sdt=2005&sciodt=0,5&hl=en",25,"2023-07-28 11:52:02","HTML","","","",,,,,35,3.18,12,3,11,"… a high fat diet to restricted normal chow. After 6 weeks, total body weights as well as subcutaneous and gonadal adipose tissue … Blood vessel size in SC or GON fat was not …","https://www.sciencedirect.com/science/article/pii/S0049384811002854","https://scholar.google.com/scholar?q=related:ASRcpM4skEkJ:scholar.google.com/&scioq=%22vessel+size%22+%22density%22+%22mice%22+%22high+fat+diet%22+%22gonadal%22+%22adipose+tissue%22&hl=en&as_sdt=0,5&as_ylo=1950&as_yhi=2023"
40,"RH Lijnen","Effect of plasminogen activator inhibitor-1 deficiency on nutritionally-induced obesity in mice",2005,"Thrombosis and haemostasis","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/html/10.1160/TH05-01-0043","https://scholar.google.com/scholar?cites=13117030195052681481&as_sdt=2005&sciodt=0,5&hl=en",26,"2023-07-28 11:52:02","","10.1160/TH05-01-0043","","",,,,,40,2.22,40,1,18,"… In contrast, the gonadal (GON, 1,900 ± 43 versus … mice on high fat diet did not reveal an effect of PAI-1 deficiency on body weight, and a differential effect on SC and GON adipose tissue. …","https://www.thieme-connect.com/products/ejournals/pdf/10.1160/TH05-01-0043.pdf","https://scholar.google.com/scholar?q=related:CRkwJHcNCbYJ:scholar.google.com/&scioq=%22vessel+size%22+%22density%22+%22mice%22+%22high+fat+diet%22+%22gonadal%22+%22adipose+tissue%22&hl=en&as_sdt=0,5&as_ylo=1950&as_yhi=2023"
3,"I Scroyen, C Vranckx, HR Lijnen","FGF receptor antagonism does not affect adipose tissue development in nutritionally induced obesity",2014,"Adipocyte","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.4161/adip.27233","https://scholar.google.com/scholar?cites=6789772105440006395&as_sdt=2005&sciodt=0,5&hl=en",27,"2023-07-28 11:52:02","","10.4161/adip.27233","","",,,,,3,0.33,1,3,9,"… in adipose tissue of mice kept on high fat diet. (A) Expression of P-ERK and ERK in subcutaneous (SC) and gonadal (GON) adipose tissue of mice … or blood vessel size and density was …","https://www.tandfonline.com/doi/pdf/10.4161/adip.27233","https://scholar.google.com/scholar?q=related:-5CbksEdOl4J:scholar.google.com/&scioq=%22vessel+size%22+%22density%22+%22mice%22+%22high+fat+diet%22+%22gonadal%22+%22adipose+tissue%22&hl=en&as_sdt=0,5&as_ylo=1950&as_yhi=2023"
13,"M Van Hul, D Bauters, RH Lijnen","Differential effects of a gelatinase inhibitor on adipocyte differentiation and adipose tissue development",2013,"Clinical and Experimental …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/1440-1681.12154","https://scholar.google.com/scholar?cites=4719292556215591821&as_sdt=2005&sciodt=0,5&hl=en",28,"2023-07-28 11:52:02","","10.1111/1440-1681.12154","","",,,,,13,1.30,4,3,10,"… )-1-deficient mice fed a high-fat diet gain less weight than … vessel size in sc and GON fat depots of tolylsam-treated mice… (MCAD) in subcutaneous (a,c,e) and gonadal (b,d,f) fat tissues of …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/1440-1681.12154","https://scholar.google.com/scholar?q=related:jSNgdJNLfkEJ:scholar.google.com/&scioq=%22vessel+size%22+%22density%22+%22mice%22+%22high+fat+diet%22+%22gonadal%22+%22adipose+tissue%22&hl=en&as_sdt=0,5&as_ylo=1950&as_yhi=2023"
17,"D Bauters, I Scroyen, R Deprez-Poulain…","ADAMTS5 promotes murine adipogenesis and visceral adipose tissue expansion",2016,"Thrombosis and …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/abstract/10.1160/TH16-01-0015","https://scholar.google.com/scholar?cites=7139924417862361657&as_sdt=2005&sciodt=0,5&hl=en",29,"2023-07-28 11:52:02","","10.1160/TH16-01-0015","","",,,,,17,2.43,4,4,7,"… to the gonadal/visceral, and not subcutaneous, adipose tissue depot … did not affect adipose tissue blood vessel size, but was … of rat adipose tissue at the onset of high-fat-diet obesity. Am …","https://www.thieme-connect.com/products/ejournals/pdf/10.1160/TH16-01-0015.pdf","https://scholar.google.com/scholar?q=related:OeLS2W0bFmMJ:scholar.google.com/&scioq=%22vessel+size%22+%22density%22+%22mice%22+%22high+fat+diet%22+%22gonadal%22+%22adipose+tissue%22&hl=en&as_sdt=0,5&as_ylo=1950&as_yhi=2023"
0,"HR Lijnen","Saquinavir does not affect adipose tissue development or metabolic parameters in mice on high fat diet",2006,"Thrombosis research","thrombosisresearch.com","https://www.thrombosisresearch.com/article/S0049-3848(05)00419-6/abstract","",30,"2023-07-28 11:52:02","","","","",,,,,0,0.00,0,1,17,"… weeks, were kept on a high fat diet (TD88137, Harlan Tekland… isolated subcutaneous (SC) and gonadal (GON) fat pads were … as blood vessel density and mean vessel size, determined …","","https://scholar.google.com/scholar?q=related:bBgT9c-NK7MJ:scholar.google.com/&scioq=%22vessel+size%22+%22density%22+%22mice%22+%22high+fat+diet%22+%22gonadal%22+%22adipose+tissue%22&hl=en&as_sdt=0,5&as_ylo=1950&as_yhi=2023"
0,"HR Lijnen, V Christiaens…","CD36 promotes adipocyte differentiation and adipogenesis",2012,"… Date: 2012/07/27-2012/07 …","cardiologyonline.com","http://www.cardiologyonline.com/wchd12/Abstracts/S21_22/1029%20Lijnen.docx","",31,"2023-07-28 11:52:02","","","","",,,,,0,0.00,0,3,11,"… subcutaneous and gonadal adipose tissue mass were significantly lower in CD36 deficient … or blood vessel size or density. On the high fat diet, CD36 deficient mice had higher levels of …","","https://scholar.google.com/scholar?q=related:paAhSBU5mQ8J:scholar.google.com/&scioq=%22vessel+size%22+%22density%22+%22mice%22+%22high+fat+diet%22+%22gonadal%22+%22adipose+tissue%22&hl=en&as_sdt=0,5&as_ylo=1950&as_yhi=2023"
